,Time,Frame type,Frame size,pmu index,Frequency,ROCOF
0,1727774852.9928315,0,42,0,17008,0.0
1,1727774853.0263696,0,42,0,17008,0.0
2,1727774853.0596519,0,42,0,17008,0.0
3,1727774836.314644,0,42,0,17008,0.0
4,1727774869.904506,0,42,0,17008,0.0
5,1727774869.937788,0,42,0,17008,0.0
6,1727774853.1930363,0,42,0,17008,0.0
7,1727774853.2263186,0,42,0,17008,0.0
8,1727774853.2596006,0,42,0,17008,0.0
9,1727774853.2928827,0,42,0,17008,0.0
10,1727774836.5478752,0,42,0,17008,0.0
11,1727774870.1377368,0,42,0,17008,0.0
12,1727774870.171275,0,42,0,17008,0.0
13,1727774853.4262674,0,42,0,17008,0.0
14,1727774853.4595494,0,42,0,17008,0.0
15,1727774853.4928315,0,42,0,17008,0.0
16,1727774853.5261137,0,42,0,17008,0.0
17,1727774836.781362,0,42,0,17008,0.0
18,1727774870.3712237,0,42,0,17008,0.0
19,1727774870.404506,0,42,0,17008,0.0
20,1727774853.6594982,0,42,0,17008,0.0
21,1727774853.6927803,0,42,0,17008,0.0
22,1727774853.7263186,0,42,0,17008,0.0
23,1727774853.7596006,0,42,0,17008,0.0
24,1727774870.5711725,0,42,0,17008,0.0
25,1727774870.6044548,0,42,0,17008,0.0
26,1727774853.859447,0,42,0,17008,0.0
27,1727774853.892985,0,42,0,17008,0.0
28,1727774853.9262674,0,42,0,17008,0.0
29,1727774853.9595494,0,42,0,17008,0.0
30,1727774853.9928315,0,42,0,17008,0.0
31,1727774837.2480798,0,42,0,17008,0.0
32,1727774870.8379416,0,42,0,17008,0.0
33,1727774870.8712237,0,42,0,17008,0.0
34,1727774854.1262162,0,42,0,17008,0.0
35,1727774854.1594982,0,42,0,17008,0.0
36,1727774854.1930363,0,42,0,17008,0.0
37,1727774854.2263186,0,42,0,17008,0.0
38,1727774871.0378904,0,42,0,17008,0.0
39,1727774871.0711725,0,42,0,17008,0.0
40,1727774871.1044548,0,42,0,17008,0.0
41,1727774854.359447,0,42,0,17008,0.0
42,1727774854.392985,0,42,0,17008,0.0
43,1727774854.4262674,0,42,0,17008,0.0
44,1727774854.4595494,0,42,0,17008,0.0
45,1727774837.7145417,0,42,0,17008,0.0
46,1727774871.3044035,0,42,0,17008,0.0
47,1727774871.3379416,0,42,0,17008,0.0
48,1727774854.592934,0,42,0,17008,0.0
49,1727774854.6262162,0,42,0,17008,0.0
50,1727774854.6594982,0,42,0,17008,0.0
51,1727774854.6927803,0,42,0,17008,0.0
52,1727774837.9480286,0,42,0,17008,0.0
53,1727774871.5378904,0,42,0,17008,0.0
54,1727774854.7928827,0,42,0,17008,0.0
55,1727774854.826165,0,42,0,17008,0.0
56,1727774854.859447,0,42,0,17008,0.0
57,1727774854.892985,0,42,0,17008,0.0
58,1727774871.7045572,0,42,0,17008,0.0
59,1727774871.7378392,0,42,0,17008,0.0
60,1727774854.9928315,0,42,0,17008,0.0
61,1727774855.0263696,0,42,0,17008,0.0
62,1727774855.0596519,0,42,0,17008,0.0
63,1727774855.092934,0,42,0,17008,0.0
64,1727774838.3479264,0,42,0,17008,0.0
65,1727774871.937788,0,42,0,17008,0.0
66,1727774871.971326,0,42,0,17008,0.0
67,1727774872.0046084,0,42,0,17008,0.0
68,1727774855.2596006,0,42,0,17008,0.0
69,1727774855.2928827,0,42,0,17008,0.0
70,1727774855.326165,0,42,0,17008,0.0
71,1727774855.359447,0,42,0,17008,0.0
72,1727774838.6146953,0,42,0,17008,0.0
73,1727774872.2045572,0,42,0,17008,0.0
74,1727774872.2378392,0,42,0,17008,0.0
75,1727774855.4928315,0,42,0,17007,0.0
76,1727774855.5261137,0,42,0,17007,0.0
77,1727774855.5596519,0,42,0,17006,0.0
78,1727774838.814644,0,42,0,17006,0.0
79,1727774872.404506,0,42,0,17006,0.0
80,1727774872.437788,0,42,0,17006,0.0
81,1727774855.6927803,0,42,0,17006,0.0
82,1727774855.7263186,0,42,0,17006,0.0
83,1727774855.7596006,0,42,0,17006,0.0
84,1727774855.7928827,0,42,0,17006,0.0
85,1727774839.0478752,0,42,0,17005,0.0
86,1727774872.6377368,0,42,0,17005,0.0
87,1727774872.671275,0,42,0,17005,0.0
88,1727774855.9262674,0,42,0,17004,0.0
89,1727774855.9595494,0,42,0,17004,0.0
90,1727774855.9928315,0,42,0,17003,0.0
91,1727774856.0263696,0,42,0,17003,0.0
92,1727774856.0596519,0,42,0,17002,0.0
93,1727774839.314644,0,42,0,17002,0.0
94,1727774872.904506,0,42,0,17002,0.0
95,1727774856.1594982,0,42,0,17002,0.0
96,1727774856.1930363,0,42,0,17002,0.0
97,1727774856.2263186,0,42,0,17002,0.0
98,1727774856.2596006,0,42,0,17002,0.0
99,1727774839.514593,0,42,0,17002,0.0
100,1727774873.1044548,0,42,0,17002,0.0
101,1727774873.1377368,0,42,0,17001,0.0
102,1727774856.392985,0,42,0,17001,0.0
103,1727774856.4262674,0,42,0,17000,0.0
104,1727774856.4595494,0,42,0,17000,0.0
105,1727774856.4928315,0,42,0,17000,0.0
106,1727774839.747824,0,42,0,16999,0.0
107,1727774873.3379416,0,42,0,16999,0.0
108,1727774873.3712237,0,42,0,16999,0.0
109,1727774856.6262162,0,42,0,16999,0.0
110,1727774856.6594982,0,42,0,16999,0.0
111,1727774856.6927803,0,42,0,16999,0.0
112,1727774839.9480286,0,42,0,16999,0.0
113,1727774873.5378904,0,42,0,16999,0.0
114,1727774873.5711725,0,42,0,16999,0.0
115,1727774856.826165,0,42,0,16998,0.0
116,1727774856.859447,0,42,0,16998,0.0
117,1727774856.892985,0,42,0,16998,0.0
118,1727774840.1479774,0,42,0,16997,0.0
119,1727774873.7378392,0,42,0,16997,0.0
120,1727774856.9928315,0,42,0,16997,0.0
121,1727774857.0263696,0,42,0,16997,0.0
122,1727774857.0596519,0,42,0,16997,0.0
123,1727774857.092934,0,42,0,16997,0.0
124,1727774873.904506,0,42,0,16997,0.0
125,1727774873.937788,0,42,0,16997,0.0
126,1727774857.1930363,0,42,0,16997,0.0
127,1727774857.2263186,0,42,0,16997,0.0
128,1727774857.2596006,0,42,0,16996,0.0
129,1727774857.2928827,0,42,0,16996,0.0
130,1727774840.5478752,0,42,0,16996,0.0
131,1727774874.1377368,0,42,0,16996,0.0
132,1727774874.171275,0,42,0,16995,0.0
133,1727774857.4262674,0,42,0,16995,0.0
134,1727774857.4595494,0,42,0,16995,0.0
135,1727774857.4928315,0,42,0,16995,0.0
136,1727774857.5261137,0,42,0,16995,0.0
137,1727774840.781362,0,42,0,16995,0.0
138,1727774874.3712237,0,42,0,16995,0.0
139,1727774874.404506,0,42,0,16995,0.0
140,1727774857.6594982,0,42,0,16995,0.0
141,1727774857.6927803,0,42,0,16995,0.0
142,1727774857.7263186,0,42,0,16995,0.0
143,1727774857.7596006,0,42,0,16994,0.0
144,1727774841.014593,0,42,0,16994,0.0
145,1727774874.6044548,0,42,0,16994,0.0
146,1727774874.6377368,0,42,0,16994,0.0
147,1727774857.892985,0,42,0,16994,0.0
148,1727774857.9262674,0,42,0,16993,0.0
149,1727774857.9595494,0,42,0,16993,0.0
150,1727774857.9928315,0,42,0,16993,0.0
151,1727774841.2480798,0,42,0,16993,0.0
152,1727774874.8379416,0,42,0,16993,0.0
153,1727774874.8712237,0,42,0,16993,0.0
154,1727774874.904506,0,42,0,16993,0.0
155,1727774858.1594982,0,42,0,16993,0.0
156,1727774858.1930363,0,42,0,16993,0.0
157,1727774858.2263186,0,42,0,16993,0.0
158,1727774858.2596006,0,42,0,16993,0.0
159,1727774841.514593,0,42,0,16992,0.0
160,1727774875.1044548,0,42,0,16992,0.0
161,1727774875.1377368,0,42,0,16992,0.0
162,1727774875.171275,0,42,0,16992,0.0
163,1727774858.4262674,0,42,0,16992,0.0
164,1727774858.4595494,0,42,0,16992,0.0
165,1727774858.4928315,0,42,0,16992,0.0
166,1727774858.5261137,0,42,0,16992,0.0
167,1727774875.3379416,0,42,0,16992,0.0
168,1727774875.3712237,0,42,0,16992,0.0
169,1727774875.404506,0,42,0,16992,0.0
170,1727774875.437788,0,42,0,16992,0.0
171,1727774858.6927803,0,42,0,16991,0.0
172,1727774858.7263186,0,42,0,16991,0.0
173,1727774858.7596006,0,42,0,16991,0.0
174,1727774875.5711725,0,42,0,16991,0.0
175,1727774875.6044548,0,42,0,16991,0.0
176,1727774875.6377368,0,42,0,16991,0.0
177,1727774858.892985,0,42,0,16991,0.0
178,1727774858.9262674,0,42,0,16991,0.0
179,1727774858.9595494,0,42,0,16990,0.0
180,1727774858.9928315,0,42,0,16990,0.0
181,1727774859.0263696,0,42,0,16990,0.0
182,1727774842.281362,0,42,0,16990,0.0
183,1727774875.8712237,0,42,0,16990,0.0
184,1727774859.1262162,0,42,0,16990,0.0
185,1727774859.1594982,0,42,0,16990,0.0
186,1727774859.1930363,0,42,0,16990,0.0
187,1727774859.2263186,0,42,0,16990,0.0
188,1727774876.0378904,0,42,0,16990,0.0
189,1727774876.0711725,0,42,0,16990,0.0
190,1727774859.326165,0,42,0,16990,0.0
191,1727774859.359447,0,42,0,16990,0.0
192,1727774859.392985,0,42,0,16990,0.0
193,1727774859.4262674,0,42,0,16989,0.0
194,1727774842.6812596,0,42,0,16989,0.0
195,1727774876.2711213,0,42,0,16989,0.0
196,1727774859.5261137,0,42,0,16989,0.0
197,1727774859.5596519,0,42,0,16989,0.0
198,1727774859.592934,0,42,0,16989,0.0
199,1727774859.6262162,0,42,0,16989,0.0
200,1727774859.6594982,0,42,0,16989,0.0
201,1727774876.47107,0,42,0,16989,0.0
202,1727774876.5046084,0,42,0,16989,0.0
203,1727774859.7596006,0,42,0,16989,0.0
204,1727774859.7928827,0,42,0,16989,0.0
205,1727774859.826165,0,42,0,16989,0.0
206,1727774859.859447,0,42,0,16989,0.0
207,1727774859.892985,0,42,0,16989,0.0
208,1727774876.7045572,0,42,0,16989,0.0
209,1727774876.7378392,0,42,0,16989,0.0
210,1727774859.9928315,0,42,0,16989,0.0
211,1727774860.0263696,0,42,0,16989,0.0
212,1727774860.0596519,0,42,0,16989,0.0
213,1727774860.092934,0,42,0,16988,0.0
214,1727774876.904506,0,42,0,16988,0.0
215,1727774876.937788,0,42,0,16988,0.0
216,1727774860.1930363,0,42,0,16988,0.0
217,1727774860.2263186,0,42,0,16988,0.0
218,1727774860.2596006,0,42,0,16988,0.0
219,1727774860.2928827,0,42,0,16988,0.0
220,1727774877.1044548,0,42,0,16988,0.0
221,1727774877.1377368,0,42,0,16988,0.0
222,1727774860.392985,0,42,0,16988,0.0
223,1727774860.4262674,0,42,0,16988,0.0
224,1727774860.4595494,0,42,0,16988,0.0
225,1727774860.4928315,0,42,0,16988,0.0
226,1727774843.747824,0,42,0,16988,0.0
227,1727774877.3379416,0,42,0,16988,0.0
228,1727774877.3712237,0,42,0,16988,0.0
229,1727774860.6262162,0,42,0,16988,0.0
230,1727774860.6594982,0,42,0,16988,0.0
231,1727774860.6927803,0,42,0,16988,0.0
232,1727774860.7263186,0,42,0,16988,0.0
233,1727774860.7596006,0,42,0,16988,0.0
234,1727774877.5711725,0,42,0,16987,0.0
235,1727774877.6044548,0,42,0,16987,0.0
236,1727774877.6377368,0,42,0,16987,0.0
237,1727774860.892985,0,42,0,16987,0.0
238,1727774860.9262674,0,42,0,16987,0.0
239,1727774860.9595494,0,42,0,16987,0.0
240,1727774877.7711213,0,42,0,16987,0.0
241,1727774877.8046596,0,42,0,16987,0.0
242,1727774861.0596519,0,42,0,16987,0.0
243,1727774861.092934,0,42,0,16987,0.0
244,1727774861.1262162,0,42,0,16987,0.0
245,1727774861.1594982,0,42,0,16987,0.0
246,1727774877.971326,0,42,0,16987,0.0
247,1727774878.0046084,0,42,0,16987,0.0
248,1727774878.0378904,0,42,0,16987,0.0
249,1727774861.2928827,0,42,0,16987,0.0
250,1727774861.326165,0,42,0,16987,0.0
251,1727774861.359447,0,42,0,16987,0.0
252,1727774861.392985,0,42,0,16987,0.0
253,1727774878.2045572,0,42,0,16987,0.0
254,1727774878.2378392,0,42,0,16987,0.0
255,1727774878.2711213,0,42,0,16987,0.0
256,1727774861.5261137,0,42,0,16987,0.0
257,1727774861.5596519,0,42,0,16987,0.0
258,1727774861.592934,0,42,0,16987,0.0
259,1727774861.6262162,0,42,0,16987,0.0
260,1727774878.437788,0,42,0,16987,0.0
261,1727774878.47107,0,42,0,16987,0.0
262,1727774878.5046084,0,42,0,16987,0.0
263,1727774861.7596006,0,42,0,16987,0.0
264,1727774861.7928827,0,42,0,16987,0.0
265,1727774861.826165,0,42,0,16987,0.0
266,1727774845.0811572,0,42,0,16987,0.0
267,1727774878.671275,0,42,0,16987,0.0
268,1727774878.7045572,0,42,0,16987,0.0
269,1727774861.9595494,0,42,0,16987,0.0
270,1727774861.9928315,0,42,0,16987,0.0
271,1727774862.0263696,0,42,0,16987,0.0
272,1727774862.0596519,0,42,0,16987,0.0
273,1727774845.314644,0,42,0,16987,0.0
274,1727774878.904506,0,42,0,16987,0.0
275,1727774878.937788,0,42,0,16987,0.0
276,1727774862.1930363,0,42,0,16987,0.0
277,1727774862.2263186,0,42,0,16987,0.0
278,1727774862.2596006,0,42,0,16987,0.0
279,1727774862.2928827,0,42,0,16987,0.0
280,1727774862.326165,0,42,0,16987,0.0
281,1727774879.1377368,0,42,0,16987,0.0
282,1727774879.171275,0,42,0,16987,0.0
283,1727774862.4262674,0,42,0,16987,0.0
284,1727774862.4595494,0,42,0,16987,0.0
285,1727774862.4928315,0,42,0,16987,0.0
286,1727774862.5261137,0,42,0,16987,0.0
287,1727774845.781362,0,42,0,16987,0.0
288,1727774879.3712237,0,42,0,16987,0.0
289,1727774862.6262162,0,42,0,16987,0.0
290,1727774862.6594982,0,42,0,16986,0.0
291,1727774862.6927803,0,42,0,16986,0.0
292,1727774862.7263186,0,42,0,16986,0.0
293,1727774845.9813108,0,42,0,16986,0.0
294,1727774879.5711725,0,42,0,16986,0.0
295,1727774879.6044548,0,42,0,16986,0.0
296,1727774862.859447,0,42,0,16987,0.0
297,1727774862.892985,0,42,0,16987,0.0
298,1727774862.9262674,0,42,0,16987,0.0
299,1727774862.9595494,0,42,0,16987,0.0
300,1727774879.7711213,0,42,0,16987,0.0
301,1727774879.8046596,0,42,0,16987,0.0
302,1727774879.8379416,0,42,0,16987,0.0
303,1727774863.092934,0,42,0,16987,0.0
304,1727774863.1262162,0,42,0,16986,0.0
305,1727774863.1594982,0,42,0,16986,0.0
306,1727774846.4147465,0,42,0,16986,0.0
307,1727774880.0046084,0,42,0,16987,0.0
308,1727774880.0378904,0,42,0,16987,0.0
309,1727774863.2928827,0,42,0,16987,0.0
310,1727774863.326165,0,42,0,16987,0.0
311,1727774863.359447,0,42,0,16987,0.0
312,1727774863.392985,0,42,0,16987,0.0
313,1727774846.6479774,0,42,0,16987,0.0
314,1727774880.2378392,0,42,0,16987,0.0
315,1727774880.2711213,0,42,0,16987,0.0
316,1727774863.5261137,0,42,0,16987,0.0
317,1727774863.5596519,0,42,0,16987,0.0
318,1727774863.592934,0,42,0,16987,0.0
319,1727774846.8479264,0,42,0,16987,0.0
320,1727774880.437788,0,42,0,16987,0.0
321,1727774880.47107,0,42,0,16987,0.0
322,1727774863.7263186,0,42,0,16987,0.0
323,1727774863.7596006,0,42,0,16987,0.0
324,1727774863.7928827,0,42,0,16987,0.0
325,1727774847.0478752,0,42,0,16987,0.0
326,1727774880.6377368,0,42,0,16987,0.0
327,1727774880.671275,0,42,0,16987,0.0
328,1727774863.9262674,0,42,0,16987,0.0
329,1727774863.9595494,0,42,0,16987,0.0
330,1727774863.9928315,0,42,0,16987,0.0
331,1727774864.0263696,0,42,0,16987,0.0
332,1727774880.8379416,0,42,0,16987,0.0
333,1727774880.8712237,0,42,0,16987,0.0
334,1727774864.1262162,0,42,0,16987,0.0
335,1727774864.1594982,0,42,0,16987,0.0
336,1727774864.1930363,0,42,0,16987,0.0
337,1727774864.2263186,0,42,0,16987,0.0
338,1727774847.4813108,0,42,0,16987,0.0
339,1727774881.0711725,0,42,0,16987,0.0
340,1727774881.1044548,0,42,0,16987,0.0
341,1727774864.359447,0,42,0,16987,0.0
342,1727774864.392985,0,42,0,16987,0.0
343,1727774864.4262674,0,42,0,16987,0.0
344,1727774864.4595494,0,42,0,16987,0.0
345,1727774864.4928315,0,42,0,16987,0.0
346,1727774881.3044035,0,42,0,16987,0.0
347,1727774881.3379416,0,42,0,16987,0.0
348,1727774881.3712237,0,42,0,16987,0.0
349,1727774864.6262162,0,42,0,16987,0.0
350,1727774864.6594982,0,42,0,16987,0.0
351,1727774864.6927803,0,42,0,16987,0.0
352,1727774847.9480286,0,42,0,16987,0.0
353,1727774881.5378904,0,42,0,16987,0.0
354,1727774881.5711725,0,42,0,16987,0.0
355,1727774864.826165,0,42,0,16987,0.0
356,1727774864.859447,0,42,0,16987,0.0
357,1727774864.892985,0,42,0,16987,0.0
358,1727774864.9262674,0,42,0,16987,0.0
359,1727774864.9595494,0,42,0,16987,0.0
360,1727774881.7711213,0,42,0,16987,0.0
361,1727774881.8046596,0,42,0,16987,0.0
362,1727774881.8379416,0,42,0,16987,0.0
363,1727774865.092934,0,42,0,16987,0.0
364,1727774865.1262162,0,42,0,16987,0.0
365,1727774865.1594982,0,42,0,16987,0.0
366,1727774865.1930363,0,42,0,16987,0.0
367,1727774848.4480286,0,42,0,16987,0.0
368,1727774882.0378904,0,42,0,16987,0.0
369,1727774882.0711725,0,42,0,16987,0.0
370,1727774865.326165,0,42,0,16987,0.0
371,1727774865.359447,0,42,0,16988,0.0
372,1727774865.392985,0,42,0,16988,0.0
373,1727774865.4262674,0,42,0,16988,0.0
374,1727774848.6812596,0,42,0,16988,0.0
